500,Michael V.,"Union City, United States","Oh shiz hella late review. First things first, shout out to my server Lynn. Hooked it up. Good looking out for this Cali tourist. Aburi sushi. Hella bomb. Green tea opera. Pretty damn heaven.",9/8/2018,5 star rating
501,Jennie Y.,"Vancouver, BC","The three S's to my heart: sushi, seafood and sake. We had the salmon Oshi sushi, Miku Waterfront platter and a bottle of the Gold Omachi. One of the best meals I've had in a while.",1/19/2015,5 star rating
502,Benji C.,"Atlanta, United States","Ambience - contempo, stylish for date night.Service - Alex is first rate; recommended when making your reservation.Dishes -signature Salmon Oishi, of course.              -Ebi Fritter is scrumptious.Miku - beautiful memory.*untold secret - Eggplant Aburi. Yumyumyum.",1/16/2015,5 star rating
503,Mihaela M.,"Los Angeles, United States","I have no words but one: perfection! I am impressed. Best sushi I ever had this far... modern, fresh, delicious!!! Everybody there is so nice and hard working. They look like a professional team. They get things done and customers happy. Don't ask me what I ordered because I don't remember names but let me tell you: whatever you get from the menu you can't get it wrong. Every detail is important to them and I can only say: thank you, Miku team!!! A must while in Vancouver!!!",8/7/2017,5 star rating
504,Adam W.,"Chicago, United States","This was probably the best meal we had on the first trip to Vancouver. Aburi sushi isn't something I've previously had before, but absolutely loved - we enjoyed the Aburi Prime, a follow-up order of the Salmon Oshi, and the Ebi fritters. All were fantastic. The drink menu was also impressive, and we had a few different selections from their cocktail list - notably, the Nightshade and Import Ash were absolutely excellent.Service was outstanding, and our server (bartender) was extremely helpful in both food & drink recommendations. Would highly recommend to anyone that Miku is a must-visit when in YVR.",5/2/2018,5 star rating
505,Garima C.,"Vancouver, BC","Oh I would dream and talk about that Aburi Oshi Sushi for a long time!It was our first time visiting this place , we got ebi fritters for starter and all the three types of aburi oshi sushi.The ebi fritters were these giant perfectly fried tender prawns. They were just perfect! As soon as I put the sushi in my mouth it was like a revelation, it was one of those moments when your life change, when you know that you have just had the best sushi in your life. It just melted away in the mouth, I wanted to savor every moment.Both the salmon oshi and ebi oshi were amazing, the saba oshi was also good but compared to the other two it fell a little short. Though it looked like we didn't have a lot of food but by the end of our sushi meal both me and my husband felt really full, maybe because the rice is pressed so you don't realize how much you ate or it expands or we were so satisfied with the food but we felt really full after this meal. It might be little costly but its so worth it and you definitely splurge once in a while on something so good.Can't wait to go back.",6/15/2018,5 star rating
506,Jim J.,"Denver, United States","Great value! Very good quality. They make every effort to have a fantastic, fast, and special presentation of the sushi.   The atmosphere is a little basic, but absolutely great service, and food.  Welcome to the area.",3/21/2020,4 star rating
507,Aaron H.,United Kingdom,"Very disappointing service, no tea provided within entry. Takes a while for the food and the prices are pretty elabated. We ordered a couple of teriyaki bowls which we were informed didn't even come with rice (we had to order it extra). Truly the only thing significant about this place is the uniforms they wear. Wouldn't let it's popularity fool you.",5/16/2019,1 star rating
508,Naz S.,"Fairfax County, United States","I was really excited to try this fancy shmancy sushi restaurant by the water. We started with the ""ebi fritters"" - a shrimp tempura appetizer which had a nice mayo and sweet glaze, although it was a lot of breading and not jumbo shrimp. We also got the Brussels sprout chips which were pretty well made albeit a bit on the tangy side. We ordered two sushi's - the salmon oshi sushi and the red wave roll. But we're tasty and unique but didn't have the wow factor I was hoping for. Nevertheless I would definitely come back and try some new things. Although it appears to be a fancy restaurant if you don't order drinks you won't break the bank.",8/2/2018,4 star rating
509,Savannah B.,"Warner Robins, United States",Very fresh sushi and seafood. Highly recommend the calamari to start. Everyone at the table had the Miku Signature Selection and it was great!,1/2/2019,4 star rating
510,Laura C.,"South Main, Vancouver, BC","Best dining and customer service experience! Unique style and everything everything was delicious!! Went to celebrate Christmas Eve and birthday and it was the best decision ever. It is a busy restaurant but the wait is worth it, prices are a little bit high but you don't ever remember that after you realized how good it is! Can't wait to go back!",1/2/2019,5 star rating
511,Ryan F.,"San Jose, United States","Miku offers a fairly good value overall and I'll probably come here again. The facility, view, and service are all fantastic and the selection of alcohol (both domestic and Japanese) is superb. Unfortunately, at the risk of sounding like a sushi snob, I can say with confidence that the dishes here are a far cry from the divine experience proper sushi joints can offer. I had never heard of Aburi style sushi before but the practice of grilling half of the fish seems completely asinine to me.With that being said, Miku is very affordable so the overall value proposition is not that bad. I'd position Miku right between your run-of-the-mill generic sushi joints and your higher end Michelin joints",8/26/2018,3 star rating
512,Don N.,"Kirkland, United States",Unique sushi mix. Great atmosphere. Very good quality fish. We enjoyed it. Staff was very friendly to tourists.,8/2/2019,5 star rating
513,Annette T.,"San Jose, United States","I went here for a birthday dinner while I was playing tourist in Vancouver B.C. This place had gotten remarkable Yelp reviews and I had heard that Asian food was the cuisine to try while visiting. The restaurant itself overlooks the pier at Canada Place and has a ""bring your date here"" vibe since the lights are dimly lit and the tables are within the vicinity to one another. We had ordered the following:-Oyster Shooter: A tasty shot of oyster mixed with seaweed, ponzu, and yuzu.-Ebi Fritter: White tiger prawns in a herb beer batter served with some greens. I usually don't like prawns but this dish was unbelievably good. -American Waygu Beef Nigiri: So so good! The waygu is flame-seared with signature sauces (or they like to call it ""aburi"") with a hint of wasabi sitting on top of a rice sliver. -Salmon Oshi Sushi: By far their most popular dish using the aburi technique (pressed B.C. Sockeye Salmon, jalapeño, and Miku sauce). To me it tasted mediocre.-Miku Roll: We ordered half of this roll (which had salmon, crab, uni, cucumber rolled in tobiko with their Miku sauce) along the other half from the Red Wave roll. The Red Wave roll tasted much better than the Miku roll. It was basically a CA roll with sweet onions on top.-Green Tea Opera Cake: Pretty tasty but a somewhat small portion. There were ""filler"" decorations that were edible that I could've done without. Only reason I docked a star was our server/whole restaurant was understaffed and service was slow/inattentive. I noticed that was true of all the restaurants I went to while in Vancouver. However, if I ever come back to visit, I'd definitely eat here again.",11/21/2016,4 star rating
514,B P.,"Austin, United States","We only give restaurants 5 stars when we would go out of the way to come again, and with Miku we would.Came here for a late lunch, hands down some of the best sushi we have ever had. Lots of options, quality of the fish is just amazing. Cool cocktails too.We started with the seaweed salad and brussels sprouts, both fantastic. I got some combo sushi lunch and my wife got a couple rolls, we also got some sashimi. All the flavors are simply amazing. We love all sushi and are not super picky, but the quality here is above almost nothing else we have had. Must come if you are in the area and interested in quality sushi.Cool atmosphere, good location, and our server was really great and we ended up talking with him about food and other cities for a while.",5/1/2018,5 star rating
515,Lindsey C.,"Hacienda Heights, United States","We are visiting from Southern California and decided to try Miku.The service was excellent and deserves 5 stars. We had a great table with view.The food deserve 3 stars: aburi oshi, while I like the flavor but too much rice; the ribeye steak was good but needed salt. The sable fish was good; green tea opera was pretty but too rich.All and all, it was  good dining experience but I wouldn't say it was ""wow"".",4/5/2018,4 star rating
516,Adam B.,"Vancouver, BC","I went here for a coworkers goodbye lunch recently - and was so impressed. We had a wonderful server  Jennifer. She was fun - very knowledgable about the food - and so nice. Service was professional yet casual - and she was a huge part of the overall experience. Being vegetarian - my sushi is usually limited to cucumber rolls etc- but here is was OH SO different. Beautiful treatment of vegetables on and in rolls - the plate was stunning. The taste was amazing.  Visually it was truly a work of art. The standout for me was the Asian kale. The ladies I was with  had various traditional sushi and sashimi - and everything was presented beautifully and by all accounts was  amazing.Miku is not cheap, but the presentation and quality was superior.  This is a great place to people watch too.  Miku  is great.",5/29/2017,5 star rating
517,Maddy J.,"Central Vancouver, Vancouver, BC","Absolutely delicious. The only problem with this place is that I leave wanting more every time (that seems to be a common theme in upscale restaurants for me). Although perhaps not the most filling portions, every dish is to die for. I had the oshi salmon sushi and a few nigiri last time I went and it was phenomenal. The staff are professional, the space is contemporary, and the location is prime. What more could you want?",7/31/2019,5 star rating
518,Jenny M.,"Poway, United States","We planned our trip to Vancouver ahead of time and made sure to follow Yelp's reviews of the best sushi places to try. This was tops on our list. First of all, the view is spectacular and the location is perfect. The staff was very knowledgeable about their menu (thankfully!) and the arburi oshi sushi offerings were a little hard to grasp - until they laid the food out in front of me. It has to be, bar none, the most amazing sushi I have ever tasted. The toro was melt-in-your mouth delicious. Even the salad appetizer was amazing. Be prepared to spend a bit of money here, but once you taste the food, there is no question where your money is going.I will relive this dinner for many years to come. I cannot wait to go back to Vancouver for many reasons, but this is the #1.",7/23/2017,5 star rating
519,Mayank P.,"Philadelphia, United States","The Aburi brand sushi is unique and quite an experience. We had the salmon, ebi and wagyu beef Aburi sushi and they just melt in your mouth. Would definitely recommend trying atleast a few of these.My Manhattan was rightly done with full justice to the Toki Japanese whiskey.The location of this place and glass walls make for a great seating area.Our waiter explained the menu and their style quite well making it easy to order food.",4/24/2018,5 star rating
520,Jeannie W.,"Chicago, United States","Salmon oshi was amazing! Scallops were fresh and so delicious. The green tea dessert was perfection. The reservations were almost all booked same day so I made one for late. But then walking by I noticed they take walkins on Yelp. Since I was dining alone it was easy to get a seat at the sushi bar. I had a front row seat to the torch prep and sushi chefs at work. Also noticed they do take out though not advertised, you have to call the host to place the order for pickup and it's a limited menu. The oshi is included on it and the waitstaff told me I could do a one and half order too. I loved what I had so much I may just do that as I'm staying near by. Must try if you are in the area. And bonus it's a sustainable seafood menu.",9/20/2018,5 star rating
521,Kin H.,"San Jose, United States","It was our first visit to Vancouver, and we had high expectations for Miku.  From a presentation and service standpoint, they were top notch. We were seated on the patio facing the water and it was a fantastic view.  Ordered some wine to wet the palette followed by a few bottles of sake. For appetizers, we ordered the beef carpaccio, followed by the large seafood platter, and a seared lobster entree.   The beef carpaccio was nice, lots of flavor, and a good start to the meal.  So far so good. The seafood platter unfortunately did not live up to our expectations .   The shellfish were bland, almost seemed liked they were blanched with water.   (I'm sure it wasn't but it tasted like it).  The sashimi however was hit or miss.  The tuna, and the white fish were fantastic and fresh.   Oddly enough the salmon wasn't as great.  Our final dish, the lobster entree was fantastic.  Lightly seared on the surface, and full of flavor when you bite in.   I possibly would have rated Miku higher if I didn't go in with 5star expectations.   I would definitely try Miku again.  Perhaps I went On an off night..  but that night, I felt like we went to see a good show with an ending that just leaves you feeling lacking.",9/20/2017,3 star rating
522,Hera M.,"Sartell, United States","Excellent sushi, so good that you don't need soy sauce. This is the only sushi place ever that discourages soy sauce use for their sushi rolls because they each have their own type of sauce in it. We had the Salmon Oshi , Ebi Oshi, Miku, and King rolls. For appetizer, we ordered the Tiger Prawns. It was all delicious. Their house recipe mocktails were very good too for those that don't drink. My favorite is the Salmon Oshi, I love the way it's perfectly rectangular pieces with one thin slice of jalapeño on it. Fish is all fresh and the rice they use is so good and tasty. For a place that's waterfront, it has amazing food. I'm so glad they don't rely on the view alone. Locals love this place too. Their food is the hero here.",7/3/2017,5 star rating
523,Monica B.,"Seattle, United States","I love this place! The food is amazing and their salmon oshi sushi is incredible, a must if you go here. The restaurant is bright and full of natural light, and not crowded at all. The staff are happy and friendly and going here is always a pleasant and happy experience.",10/29/2018,5 star rating
524,Dani B.,"Miller Place, United States","I have to say, everything about this place is fantastic. From the moment we stepped inside until we left, it felt absolutely magical. Everyone was so friendly, the food was divine, and the ambience was perfect. Relaxing, clean, airy. Thomas was one of the best servers I've ever met in my life - very knowledgable, friendly, and he even knew about Jiro Dreams of Sushi, a documentary I love and we talked about Sushi Nakazawa in Manhattan. He also recommended some other places to try during our (unfortunately) short stay in Vancouver.After Thomas explained the menu to us and we ordered some nigori sake (and he made sure to get new glasses that were freshly polished), I chose the miku signature selection and a piece of uni sushi. It was incredible. Everything was so perfectly balanced. A perfect amount of wasabi on the uni and the specialty sauces complimented each of the nigiri pieces so well (no soy sauce needed). The rice was seasoned with vinegar perfectly. I cannot say more about how excellent the sushi was. I typically have traditional pieces of nigirizushi but the aburi and pressed styles were just fantastic. Although they didn't have any tamago, I finished with a perfectly delicate piece of tobiko sushi. We had to get dessert - the selection was too unique to pass up. I loved the inspiration, the merging of Japanese and European cuisine influences. We had a passion fruit infused apple tart dessert. It looked and tasted absolutely beautiful.At the end of the meal we had a bit of shuffling to do with the bill for company reimbursement purposes and Thomas was super understanding. I always feel like a pain asking for servers to separate  checks and separate alcohol from food bills but he even offered to separate each between the two of us and even split the sake. So incredibly helpful. The service was really outstanding. We were seated by the window and watched the rain come down outside as we sat cozy by the candlelight. The high ceilings are refreshing. The sushi and sake and dessert, even more so. Although a local told me this place is a tourist trap with high prices and better sushi places around, I don't regret going for even a second. Worth it. Overall, I absolutely loved everything and had a wonderful experience at this place. Somewhat glad I don't have a sushi spot like this by my house because I would surely be broke...",10/19/2016,5 star rating
525,Diana P.,"Los Angeles, United States","Very very nice restaurant with excellent customer service. The food was amazing, definitely stop and try this sushi . Try to make reservation because it does get full.",7/15/2018,5 star rating
526,Matt D.,"Chicago, United States","Potentially the worst restaurant in any category I've ever been to. Bar situation, dumb. Service, barely. Atmosphere, where. Food, huh?You're welcome.",4/10/2018,1 star rating
527,Kristian U.,"Toronto, ON","Holy Shit! Have I got your attention yet? Yeah well if I don't then move on because Miku is worth turning off your cell phone, putting the dog in the yard, getting a dog/baby-sitter and unplugging all major appliances - so listen the EF up!Miku is my jam, my YVR pals spoke highly of them and said that if I had to have one meal it would be here. So let's begin by thanking my gal pal Jody for listing this as a must try spot in Vancouver.I walked in with about 45 minutes left in their lunch service, was seated right away and attended to within seconds. My server was fantastic, despite my later arrival he was patient, informative and never made me feel rushed throughout the process - ensuring to explain the menu, his recommendations and how best to enjoy their sushi (without soy sauce - pro tip).Miku is famous for their pressed/torched sushi and most famous for their layered pressed salmon sushi with rice, special mayo and jalapeno. It's an entré option on its own and I wish I would have gotten that because once I tried it in my meal I was in love.For my meal I wanted to experience all they offered in their famous pressed/sushi menu as well as taste the freshness of their sashimi. To accomplish this I had the premium sushi platter which came with a chef's selection of their famous pressed sushi including the aforementioned salmon, fresh mackerel, an assortment of other pressed options and some fun spins on traditional sushi. Every bite on this plate was absolutely fantastic and had cost and time not been a factor I might have ordered 1-2 more platters of this.To try their fish I went with their sashimi platter which was un-believ-a-bull! So fresh, but also so few pieces - 8 only! Knowing I had only limited quantities of this fresh fish (from Japan every couple of days) I ensured to heed my servers advice and take my time and savour every piece of fish, chewing slowly and wow. Kiku has opened my mind and expanded my palate to truly realize what REAL sushi is! Thank you for that! They apparently have a location now on Bay Street in Toronto - so long bank account!Eatcrest out",9/5/2016,5 star rating
528,Ninja M.,"Edmonton, AB","Beautiful view, great service and fresh,fresh fish.  Apparently #8 sushi restaurant in the world.  Not sure by whom to be fair but we were blown away by dinner.  We ordered Kaisen Kaiseki dinner (set by the chef).  6 courses in all including an in house made dessert and green tea ice cream.   The kaiseki includes nigiri sushi, sashimi, lobster tail and  raw oyster.   Too many courses to name.  Presentation is beautiful w specially made plates that complement the meal.   Make reservations to avoid waiting for a loooong time.  This is busy w locals and tourists alike.   It's location beside the convention centre makes it ideal for conference attendees.",4/1/2018,5 star rating
529,Aarushi R.,"Kitsilano, Vancouver, BC",I went here for a lovely two person dinner and the service was great. The torched Salmon japaleno sushi is a must! Great ambience and vibe. On the pricier side for sure though!,12/2/2018,4 star rating
530,Tony L.,"Herriman, United States",Have you ever had a dining experience that you will never forget?  I just had one of those euphoric moments after spending the time here.  I don't have any fancy terms to describe.  All I can say is this could very well be the last sushi I will have if the world was to end today.  Simple enough?,9/3/2016,5 star rating
531,Dessi V.,"Verdun, QC","Woke up at 4:30 am ET, got on a plane, landed somewhere in the West Coast and drove to Vancouver for 3 hours. After long day I was finally seated at 7:30 pm PT on the beautiful patio of Miku overlooking Canada Place, the harbour and surrounding mountains. The food choice was simple, two sushi rolls and five sashimis, 6 pieces each. What happened with the first round of sashimi was magic, suddenly my taste buds were awake, my energy was back.  The albacore belly, scallops, sockeye salmon were amazing, as well as the miku roll enveloped in fish roe. The dinner was rounded up with wonderful cherry cassis dessert.   Service was great, from the bar tenders who fixed our cocktails while we were waiting for the table to our hostess, everybody was very attentive. The drinks menu has so many sakes that a non connoisseur as me can get easily lost. We ended up with a recommendation from the staff for drinks in general, including my delicious Wind 24 concoction of sake and cantaloupe infused gin.  Great experince! Kampai!",9/14/2014,5 star rating
532,Teranze L.,"San Francisco, United States","TLDR: This place is amazing. Everything about it was great. The ambiance, the service, the food, you name it. Ordering off the menu can be a very intimidating experience, but our server did a great job explaining every little nuance about it and even gave us some of his personal recommendations. Our server even came up to us and asked us to see if my girlfriend's drink needed to be topped off with more citrus foam! (The cocktail she ordered had a delicious foam that kept dissolving). He did a great job in making sure were well taken care of. At the end of our meal, he knew we were visiting from out of town and have us more personal recommendations on where we should go eat. (I wish I remembered his name! We would go back just because of the experience he gave us! It was an Asian gentleman wearing wrist guard) To sum it up, the service and staff are A1 in my book.For the food, we had a set menu tasting off their Sakura festival menu. Nigiri was fresh and the other food included was great. Would recommend this place to people who want to have a nice dinner in Vancouver. Btw the price is definitely three dollar signs. We came here for a special occasion and it was worth it.",4/4/2018,5 star rating
533,Heather T.,"Vancouver, BC","I'd consider this place a little higher end in comparison to the places I'd usually dine out at. Anything that pressures me to be relatively proper makes me incredibly nervous. Nonetheless, the food and service here go hand in hand. My date and I ordered calamari, aburi beef carpaccio, the sunset roll and salmon oshi sushi. Calamari was lovely, not too greasy and crispy like it's supposed to be. Sunset roll was meh. Lemme cut to the chase. I could rave on and on about the carpaccio and the salmon oshi sushi. Ouuuweee. The salmon just melts in your mouth. It's amazing. 10/10 recommend! Shout out to my date for having great taste.",3/21/2018,5 star rating
534,Mark R.,"Seattle, United States",I admit I have not been here but I have to bookmark this so I can remember to make a reservation in advance because it gets booked up so far in advance. I can't wait to try this. I have interacted with the staff to chat and they are friendly and professional and the scenery is wonderful.,6/17/2019,4 star rating
535,Harry A.,"Toronto, ON","went in late on a Sunday evening without reservations, but were still able to get a table by the exit.  Not a great table but grateful we got one, period!  We ordered individual sushi, some white wine and sake.  Service was okay to very good, depending on the fish/sushi.  Toro was good, uni was great but the salmon and hamachi were ok. Overall, I would give the food 7/10.  The service however, wow, for a restaurant that charges this much, you would think the service would be much better.  No one there from the hostess at the front was very welcoming nor friendly.  No smiles.  Our server was nice enough.  However, but could not recommend a wine that we were looking for (we asked for anything dry/not sweet) as we were not family with Okanagan wine).  Anyway the wine they recommended and brought was sweet as a desert wine.  After almost finishing the meal, we wanted to have a few more pieces of sushi/sashimi and asked for a menu.  After receiving the menus, we weren't able to get the server to come back for 20 minutes. By then, we didn't feel like eating any more.  When she asked (didn't get the name of the lady) if we wanted to order something more, I mentioned nicely, that it's ok, because we'd been looking for her for 20 minutes  and now no one feels like eating more.  She got all pouty and just left.  After which, she never came back.  She had asked a male colleague to come serve us.  He filled out waters (for the first time that night) and then when the bill came, he brought it to us.  She was no where to be seen!!!!   My message to the server if you happen to ever see this review, if a customers nicely points out that you were missing for 20 minutes, an apology (sincere or not) would be the right first course of action.  Be a pro.  No apology, just pouting and disappearance.  Unbelievable.  We tipped 10% but boy, did we feel like that was even too much!!!! that was more for the bus people and kitchen staff!  High end restaurant but low end service and staff! Ruined the experience and meal!!!!!",8/8/2019,2 star rating
536,Denise W.,"Toronto, ON","The food is good but I still think this place is slightly over hyped. It isn't the only place that does aburi well (hello Kishimoto!) The extra half star is really for the ambience, views and the service. I tried their sable fish for the first time this time and it was pretty good. Their Kaiso seaweed salad was delicous. And I do really appreciate the fact that they have so many gluten free items on the menu. This gets major plus points from me.The server also asked me for my ID (he too, was Asian?! His radar was so off!!) so that also made my day - more extra points. We didn't leave until almost closing and there were still quite a few people around the bar. I liked how lively it was. Next time will definitely come back and try dining at the bar.",11/23/2016,4 star rating
537,Sarah N.,"Richardson, United States","Holy sushi batman!  Miku totally lived up to all the hype.  The sushi was super fresh, artistically presented, and above all, super tasty.   The lobster tail, too, was very good.  I would say, since seafood is their thing, stick with that.  I got the steak once and it was pretty bland and meh.  Remember to make a reservation a few days ahead of time because this place runs out of room quickly.  But it's totally worth the wait!  If you get a table with a view of the water, score for you!  Overall, this is probably the best restaurant I've been to in Vancouver.",6/9/2017,5 star rating
538,Kirsten S.,"Las Vegas, United States","Wow, I am so glad that my acupuncturist recommended this restaurant to me!  I was in Vancouver for one day after my cruise and came here for lunch.  It was Friday and really busy, I waited for about 15 minutes for a seat at the bar but it was worth it.  When I sat down there was a Premium Zen menu that had multiple courses for $42 so I went with that.  The bartender helped me find a great local beer, Philip's Blue Buck, that went great with all the dishes.  The courses came out quickly but not so quickly I didn't have time to savor everything.I really enjoyed the set menu because it had things on it I would not have ordered by myself but still enjoyed every delicious bite of it.  Each course was a presentation unto itself with the dessert being a work of art I almost didn't want to ruin, but I did. If I find myself back in Vancouver I will be eating at Miku again and I shall recommend it to all my friends. Review also on Trip Advisor.",5/20/2017,5 star rating
539,Oscar L.,"New Westminster, BC","Great place, a little overpriced but definitely worth the experience. Customer service is excellent and all the food comes out fresh and in a timely manner",9/17/2019,5 star rating
540,Christine H.,"San Francisco, United States","Perfectly squared sushi! This place was so bomb. I wish it was closer to home.  I definitely recommend making a reservation. I made a reservation before my trip and it was very easy online. I recommend booking a month before your trip. Everything on the menu was delicious. Starting with the appetizer to the dessert every thing was so good. I can't empathize how tasty everything was. For appetizer I ordered beef carpaccio. It was very light and mouth watering. The presentation of it was absolutely stunning. The best part of the meal were the sushi. I ordered the salmon oshi, ebi oshi, and saba oshi sushi. These are the perfectly squared sushi. These were absolutely delicious. I want some as I write this. lol. By preference I enjoy the sushi in that order. So if you had to pick one to try I recommend getting the salmon oshi. I believe I also ordered the miku roll and red wave roll and that is as tasty as their aburi. To top of a very enjoyable night of delicious Japanese food, I recommend the green tea opera. I enjoyed the presentation and it easy very yummy. Overall, when I come back to Vancouver I will definitely stop by here again. The presentation and ambiance was very enjoyable.",8/20/2017,5 star rating
541,Faith D.,"Charlotte, United States","Believe the hype. It is all true - no Russia involved fake news here! Stop reading & make your reservation now before it's gone and then come back to this review to know what you signed up for.My boss recommended this restaurant based on her visit over a year ago. I remember her describing this place as one of the best sushi she has ever eaten. Bookmarked then and the moment I confirmed my Vancouver trip, I reserved my spot.At first I was skeptical walking to its location since it is across the cruise port. My assumption of many places next to a port is that they are touristy and maybe not as high on quality. Well, I was completely wrong - Miku is top notch and 1of 8 best sushi places (according to their menu, I can't remember who rated them).The presentation was beautiful and artistically displayed! My friend and I ordered the premium sushi lunch of 12 pieces. Each piece was delicious! I left completely satisfied and full, but wanting more, yet thankful it was just right. The sushi melted in my mouth - no soy sauce needed; that would be insulting to the perfection of each piece.Our server nailed being friendly, warm, and professional. He was attentive at just the right times, yet left us to be lost in good conversation.My words cannot describe how great our experience was. I'm sure other Yelpers capture this so much better. If you remember anything from this review - go, eat, leave with a wonderful memory!",5/13/2018,5 star rating
542,Ron M.,"Renton, United States","When you think of Vancouver, you think of cool places and excellent sushi. This place delivers on both with an amazing atmosphere, a phenomenally clean kitchen filled with Asian guys instead of non-Asians like you often see in other places. These guys are well managed and have their art down to a science, so it's a blast to sit at the sushi bar and watch them work.This is really rich for sushi so if you are one to have a stomach that can't handle rich buttery foods then be careful here as it's not a pure Japanese place. It's more of a fancy fusion style restaurant. They have good sake list too - which is hard to find these days.With that said, it was an excellent date night and a lot of fun. I'd definitely go back the next time I'm in Vancouver.",9/15/2016,5 star rating
543,Cecil W.,"Westwood Plateau, Coquitlam, BC",Great sushi and Japanese food. High end Japanese hot spot in the city. Good service every time. Nice place for lunch and dinner. Some consider this place pricy but it's worth a go.,8/26/2019,5 star rating
544,Chad H.,"San Diego, United States","Miku, located in downtown Vancouver, is a hip, open decor restaurant that has a solid menu and extensive sake list. Their open concept kitchen was a joy to watch as at least twenty chefs danced around making their creative morsels.  Service was very friendly and patient. We were parched from flying all day and our water was filled no less than five times.  The food, as the other 598 yelpers have already raved about, is 5 stars without a doubt.  What threw us for a loop was that the creativity didn't end with the main meal, but extended to the deserts.  Ingredients such as goose berries and rhubarb sealed the deal. Why four stars and not five, it was way too loud.  They owners need to seriously rethink the design and add some type of sound deadening material to drop the decibels a few notches without  compromise the ambiance.",7/17/2016,4 star rating
545,Michael E.,"Santa Monica, United States",Miku was a wonderful experience. We opted for the tasting menu which seems like a lot of food but it was actually just the right amount. Chai provided superb service and explained every dish perfectly.Great location and wonderful views.One of Vancouver's finest,5/24/2018,5 star rating
546,Chendidi L.,"Sunnyvale, United States","Good food, nice staff, but loud. Not the best place for a date (because you won't hear each other) but for tourists, especially for people who don't have regular access to good sushi, this is a great place to check out!",3/28/2018,4 star rating
547,Ava A.,"New Orleans, United States","Had a great lunch!The kale gomae was delish!We sat at the ""sushi bar"" and ordered from the waiter. The sushi and sashimi were great as well",7/3/2017,5 star rating
548,Sandra M.,"Plymouth, United States",OMG what a great dinner we had at Miku!  Saba noodle dish on the bar menu before 5 was amazing!! We then had the waterfront seafood platter!! So good and so fresh! We would totally go back!! Besides look at the awards!!,7/2/2018,5 star rating
549,Serena G.,"Vancouver, BC","I wanted to like this place but I got severely bad food poisoning from Miku last night, I ordered the tasting menu which was quite short given its price. I know this can happen anywhere but it was a horrible experience. I will definitely not be returning here and will be advising people to not go as well. I split my time between NYC and Vancouver and am always raving about sushi in Vancouver but this really missed the mark. I wish I could get my money back :(",10/28/2019,1 star rating
550,Rez B.,"Fresno, United States","Food was great, but it was not match compared to the Sushi we have in California! Taste is great, don't get me wrong; however, the portion of the fish on their rice is so small, by the time you get to taste it the rice flavor will ruin the whole thing. Staff was nice, service was great, still worth a visit.",7/6/2019,4 star rating
551,Jayri Z.,"Vancouver, United States",This is the best sushi my husband and I have ever had and we are sushi snobs. We had a server who was very attentive and kind to us. We were here with our small 3 boys and she said she had the same set up at home so she definitely took care of us and went above and beyond! We had a yummy drink and dessert and everything was delicious! I told my husband I want to visit Canada every year just to eat here! If you are in Canada and love sushi this is a MUST!,8/20/2019,5 star rating
552,Vivian C.,"San Francisco, United States","Miku was the first place in Vancouver to offer aburi sushi and it used to be flawless- melted in your mouth , balanced flavours and perfectly made rice.Unfortunately the last two visits has confirmed the end of their reign on top quality aburi . The rice was too sweet, the ratio of fish to rice was off ( way too much rice ) and no melting sensation .  The eggplant aburi use to melt now it's chewy . Restaurants like black rice have caught up in terms of quality , imagination at a lower price. At Miku ,the food has a mass produced feel and for what you pay , it's not worth it. Very sad as this was my favourite place for Japanese .",5/16/2018,2 star rating
553,Darrin J.,"San Jose, United States","Maybe my expectations we too high given the 4.5 stars on Yelp but unfortunately I left disappointed. Starting with their insistence at sitting at the sushi bar even though there were plenty of empty tables during lunch time by they time I left. Miso marinated sablefish was just average with good flavor but texture of fish was a but mushy instead of flaky.  Unagi was so charbroiled the sweetness of the meat is lost to burnt taste. The ""pressed"" Salmon Oshi Sushi lacked flavor except the jalapeno and the dense texture reminded my of the texture of spam.  Their overall selection of sushi was very limited and they refused any special requests (e.g. Unagi roll).  Really not what I would have expected for a 4.5 star place.",5/13/2018,3 star rating
554,Justin I.,"Pacifica, United States",Great service and sushi. Hanna was awesome . I got lucky and the summer special was still available. Only weird thing is no outside drinks (it was a fresh ice Starbucks ) . Nice view,5/28/2018,5 star rating
555,Tony O.,"Honolulu, United States",We came to Vancouver and tried this place for lunch. Fushion Japanese the best I can describe it. Everything was pretty good.,5/27/2018,4 star rating
556,Cambrie C.,"Portland, United States","Very good service - our server was knowledgeable, friendly and efficient. The sushi is the best I've ever had, hands down. I highly recommend the salmon oshi roll and wagyu beef sashimi. Make a reservation before you go!",9/6/2018,5 star rating
557,Xiaoting X.,"Houston, United States","Very good fresh seafood, enjoyed seasonal spot prawn sashimi, seared scallops, and tofu salads. Salmon Oshi Sushi was very tasty and melts in your mouth. But it's more of a fusion and not real hand made sushi. Still a very enjoyable dinner but would look somewhere else for traditional sushi.",5/26/2019,4 star rating
558,David K.,"Auburn, United States",Miku is a staple of our annual Vancouver trip.  We have the omakase dinner every time.  We get the wine or sake pairing and sit down for a long dinner with killer views.  The service is top notch.  The aburi sushi is so exact and the chefs are amazing to watch when they are at work.,7/1/2019,5 star rating
